 x1,x2, x3, x4, x5, x6, x7,ÈËÊý
-3.98,0.17,0.29,0.47,0.77,-0.7,-0.63,1.41331
-3.98,0.17,0.29,0.48,0.77,-0.7,-0.63,-1.18283
-3.98,0.17,0.29,0.49,0.77,-0.7,-0.63,-1.21016
-3.98,0.17,0.29,0.51,0.78,-0.69,-0.63,-1.07352
-3.98,0.16,0.28,0.6,0.79,-0.69,-0.63,0.01959
-3.98,0.15,0.28,0.65,0.8,-0.69,-0.63,-1.45611
-3.98,0.15,0.28,0.67,0.81,-0.69,-0.63,-1.56542
-3.98,0.14,0.28,0.72,0.82,-0.69,-0.64,2.0965
-3.98,0.14,0.28,0.74,0.82,-0.69,-0.64,-1.48343
-3.98,0.14,0.28,0.75,0.82,-0.69,-0.64,0.45684
-3.98,0.14,0.28,0.75,0.82,-0.69,-0.64,-1.51076
-3.98,0.13,0.27,0.8,0.83,-0.69,-0.64,0.51149
-3.99,0.13,0.27,0.83,0.84,-0.69,-0.64,-0.90955
-3.99,0.13,0.27,0.83,0.84,-0.69,-0.64,-1.4971
-3.99,0.13,0.27,0.84,0.84,-0.68,-0.64,1.49529
-3.99,0.13,0.27,0.85,0.84,-0.68,-0.64,0.53882
-3.99,0.13,0.27,0.85,0.85,-0.68,-0.64,0.45684
-3.99,0.13,0.27,0.86,0.85,-0.68,-0.64,1.33133
-3.99,0.12,0.27,0.94,0.86,-0.68,-0.64,0.04692
-3.99,0.12,0.27,0.96,0.87,-0.68,-0.64,-0.54063
-3.99,0.11,0.27,0.98,0.87,-0.68,-0.64,0.52516
-3.99,0.11,0.27,1,0.87,-0.68,-0.64,0.40218
-3.99,0.11,0.27,1.01,0.88,-0.68,-0.64,0.6618
-3.99,0.11,0.26,1.02,0.88,-0.68,-0.64,-0.52696
-3.99,0.11,0.26,1.03,0.88,-0.68,-0.64,-0.06239
-3.99,0.11,0.26,1.06,0.89,-0.68,-0.65,0.36119
-3.99,0.09,0.26,1.17,0.91,-0.67,-0.65,1.6456
-3.99,0.09,0.26,1.18,0.91,-0.67,-0.65,3.2716
-3.99,0.09,0.26,1.2,0.92,-0.67,-0.65,-1.10084
-3.99,0.09,0.26,1.23,0.92,-0.67,-0.65,0.78477
-4.01,1.17,1.61,-1.28,-1.6,-0.95,0.03,0.10158
-4.01,1.16,1.61,-1.17,-1.58,-0.95,0.02,-1.37412
-4.01,1.16,1.6,-1.15,-1.57,-0.95,0.02,-1.51076
-4.01,1.16,1.6,-1.14,-1.57,-0.95,0.02,-1.48343
-4.01,1.16,1.6,-1.12,-1.57,-0.95,0.02,-1.56542
-4.01,1.15,1.6,-1.11,-1.57,-0.94,0.02,0.30654
-4.01,1.15,1.6,-1.09,-1.56,-0.94,0.02,-0.26735
-4.01,1.15,1.6,-1.07,-1.56,-0.94,0.02,0.12891
-4.01,1.15,1.6,-1.05,-1.55,-0.94,0.02,-0.48597
-4.01,1.13,1.6,-0.92,-1.53,-0.94,0.01,0.37486
-4.01,1.13,1.59,-0.86,-1.52,-0.94,0.01,0.56615
-4.01,1.11,1.59,-0.74,-1.49,-0.93,0.01,-0.15804
-4.01,1.11,1.59,-0.74,-1.49,-0.93,0.01,-0.34933
-4.01,1.1,1.58,-0.65,-1.47,-0.93,0.01,-0.63627
-4.01,1.1,1.58,-0.64,-1.47,-0.93,0.01,0.36119
-4.01,1.1,1.58,-0.62,-1.47,-0.93,0.01,-1.55175
-4.01,1.09,1.58,-0.58,-1.46,-0.93,0,0.56615
-4.01,1.09,1.58,-0.57,-1.46,-0.93,0,-1.48343
-4.01,1.09,1.58,-0.52,-1.45,-0.93,0,-1.56542
-4.01,1.08,1.58,-0.5,-1.44,-0.93,0,-0.33567
-4.01,1.08,1.58,-0.46,-1.43,-0.92,0,0.74378
-4.01,1.08,1.58,-0.44,-1.43,-0.92,0,0.48417
-4.01,1.08,1.58,-0.43,-1.43,-0.92,0,-1.48343
-4.01,1.08,1.57,-0.42,-1.42,-0.92,0,0.36119
-4.01,1.08,1.57,-0.41,-1.42,-0.92,0,-1.48343
-4.01,1.07,1.57,-0.41,-1.42,-0.92,0,-0.36299
-4.01,1.07,1.57,-0.4,-1.42,-0.92,0,-0.14437
-4.02,1.06,1.57,-0.31,-1.4,-0.92,0,0.48417
-4.02,1.06,1.57,-0.27,-1.39,-0.92,-0.01,-1.51076
-4.02,1.06,1.57,-0.24,-1.39,-0.92,-0.01,-0.52696
-4.02,1.05,1.57,-0.21,-1.38,-0.92,-0.01,0.34753
-4.02,1.05,1.57,-0.19,-1.38,-0.92,-0.01,-0.21269
-4.02,1.05,1.56,-0.17,-1.37,-0.92,-0.01,-0.1717
-4.02,1.04,1.56,-0.12,-1.36,-0.91,-0.01,0.01959
-4.02,1.03,1.56,-0.05,-1.35,-0.91,-0.01,0.8121
-4.02,1.03,1.56,-0.04,-1.35,-0.91,-0.01,0.07425
-4.02,1.03,1.56,0,-1.34,-0.91,-0.01,-0.15804
-4.02,1.02,1.55,0.07,-1.32,-0.91,-0.02,-1.53809
-4.02,1.02,1.55,0.08,-1.32,-0.91,-0.02,-1.53809
-4.02,1.02,1.55,0.09,-1.32,-0.91,-0.02,-1.53809
-4.02,1.01,1.55,0.13,-1.31,-0.91,-0.02,1.41331
-4.02,1.01,1.55,0.14,-1.31,-0.91,-0.02,0.67546
-4.02,1,1.55,0.21,-1.29,-0.9,-0.02,-1.52442
-4.02,0.99,1.55,0.31,-1.28,-0.9,-0.02,1.34499
-4.02,0.99,1.54,0.32,-1.27,-0.9,-0.02,2.97099
-4.02,0.99,1.54,0.37,-1.26,-0.9,-0.02,-0.8139
-4.02,0.99,1.54,0.38,-1.26,-0.9,-0.03,0.52516
-4.02,0.98,1.54,0.47,-1.24,-0.9,-0.03,2.65672
-4.02,0.97,1.54,0.49,-1.24,-0.9,-0.03,0.19722
-4.02,0.97,1.54,0.52,-1.23,-0.89,-0.03,0.88042
-4.02,0.97,1.54,0.53,-1.23,-0.89,-0.03,-0.24002
-4.02,0.97,1.54,0.54,-1.23,-0.89,-0.03,-0.00773
-4.02,0.96,1.53,0.57,-1.22,-0.89,-0.03,0.90775
-4.03,0.96,1.53,0.63,-1.21,-0.89,-0.03,-0.36299
-4.03,0.95,1.53,0.65,-1.2,-0.89,-0.03,0.64813
-4.03,0.94,1.53,0.79,-1.18,-0.89,-0.04,-1.18283
-4.03,0.94,1.52,0.79,-1.17,-0.89,-0.04,-1.18283
-4.03,0.93,1.52,0.83,-1.17,-0.88,-0.04,-0.80024
-4.03,0.92,1.52,0.92,-1.15,-0.88,-0.04,0.26554
-4.03,0.92,1.52,0.92,-1.15,-0.88,-0.04,-1.48343
-4.03,0.92,1.52,0.96,-1.14,-0.88,-0.04,-0.0214
-4.03,0.92,1.52,0.98,-1.14,-0.88,-0.04,0.48417
-4.03,0.92,1.52,0.99,-1.13,-0.88,-0.04,0.34753
-4.03,0.91,1.52,1.02,-1.13,-0.88,-0.04,0.29287
-4.03,0.91,1.52,1.03,-1.13,-0.88,-0.05,-0.28101
-4.03,0.9,1.51,1.1,-1.11,-0.88,-0.05,2.42444
-4.03,0.9,1.51,1.11,-1.11,-0.88,-0.05,-1.10084
-4.03,0.9,1.51,1.12,-1.11,-0.88,-0.05,-1.1555
-4.03,0.9,1.51,1.15,-1.1,-0.88,-0.05,-1.12817
-4.03,0.89,1.51,1.2,-1.09,-0.87,-0.05,-1.45611
-4.03,0.89,1.51,1.24,-1.08,-0.87,-0.05,-0.41765
-4.03,0.87,1.5,1.38,-1.05,-0.87,-0.06,0.45684
-4.03,0.87,1.5,1.41,-1.05,-0.87,-0.06,-0.08972
-4.03,0.87,1.5,1.43,-1.04,-0.87,-0.06,0.37486
-4.03,0.86,1.5,1.46,-1.04,-0.87,-0.06,-1.03252
-4.03,0.86,1.5,1.47,-1.04,-0.87,-0.06,-1.51076
-4.03,0.86,1.5,1.47,-1.04,-0.87,-0.06,1.35865
-4.03,0.86,1.5,1.48,-1.03,-0.86,-0.06,0.56615
-4.03,0.86,1.5,1.49,-1.03,-0.86,-0.06,0.3202
-4.03,0.86,1.5,1.49,-1.03,-0.86,-0.06,1.03072
-4.03,0.85,1.49,1.53,-1.02,-0.86,-0.06,0.29287
-4.03,0.85,1.49,1.54,-1.02,-0.86,-0.06,0.15623
-4.03,0.85,1.49,1.57,-1.01,-0.86,-0.06,0.15623
-4.03,0.85,1.49,1.59,-1.01,-0.86,-0.06,1.23568
-4.03,0.85,1.49,1.59,-1.01,-0.86,-0.06,-0.15804
-4.04,0.84,1.49,1.63,-1,-0.86,-0.06,0.52516
-4.04,0.84,1.49,1.64,-1,-0.86,-0.06,2.30146
-4.04,0.84,1.49,1.68,-0.99,-0.86,-0.07,1.01706
-4.04,0.82,1.48,1.81,-0.97,-0.85,-0.07,2.01452
-4.04,0.82,1.48,1.83,-0.96,-0.85,-0.07,-1.10084
-4.04,0.82,1.48,1.86,-0.96,-0.85,-0.07,0.79844
-4.04,0.82,1.48,1.87,-0.95,-0.85,-0.07,-1.37412
-4.04,0.81,1.48,1.92,-0.94,-0.85,-0.07,0.48417
-4.04,0.8,1.48,1.98,-0.93,-0.85,-0.07,0.53882
-3.79,0.85,0.56,-1.03,-2.3,-0.52,-0.48,-1.44244
-3.79,0.85,0.56,-1.03,-2.3,-0.52,-0.48,-1.55175
-3.79,0.85,0.56,-1.01,-2.29,-0.52,-0.48,-1.57908
-3.79,0.85,0.56,-0.99,-2.29,-0.52,-0.48,-0.6636
-3.79,0.85,0.56,-0.99,-2.29,-0.52,-0.48,0.21089
-3.79,0.85,0.56,-0.98,-2.29,-0.52,-0.48,-0.03506
-3.79,0.84,0.56,-0.96,-2.28,-0.52,-0.48,-0.25368
-3.79,0.84,0.56,-0.95,-2.28,-0.52,-0.48,-0.07605
-3.79,0.84,0.56,-0.93,-2.28,-0.52,-0.48,-0.86856
-3.79,0.83,0.55,-0.8,-2.25,-0.52,-0.48,0.29287
-3.79,0.81,0.55,-0.71,-2.23,-0.51,-0.49,0.08791
-3.79,0.81,0.55,-0.7,-2.23,-0.51,-0.49,-0.55429
-3.79,0.8,0.54,-0.63,-2.21,-0.51,-0.49,0.15623
-3.79,0.8,0.54,-0.59,-2.21,-0.51,-0.49,0.40218
-3.79,0.8,0.54,-0.55,-2.2,-0.51,-0.49,0.64813
-3.79,0.79,0.54,-0.52,-2.19,-0.51,-0.49,0.48417
-3.79,0.79,0.54,-0.5,-2.19,-0.51,-0.49,-1.53809
-3.8,0.79,0.54,-0.47,-2.18,-0.51,-0.49,0.48417
-3.8,0.78,0.53,-0.38,-2.16,-0.5,-0.5,-0.30834
-3.8,0.78,0.53,-0.37,-2.16,-0.5,-0.5,-1.51076
-3.8,0.77,0.53,-0.35,-2.16,-0.5,-0.5,0.77111
-3.8,0.77,0.53,-0.32,-2.15,-0.5,-0.5,-1.48343
-3.8,0.77,0.53,-0.3,-2.15,-0.5,-0.5,-1.51076
-3.8,0.77,0.53,-0.29,-2.14,-0.5,-0.5,-1.10084
-3.8,0.76,0.53,-0.2,-2.12,-0.5,-0.5,0.52516
-3.8,0.75,0.52,-0.15,-2.12,-0.5,-0.5,-1.53809
-3.8,0.75,0.52,-0.14,-2.11,-0.5,-0.5,0.37486
-3.8,0.75,0.52,-0.13,-2.11,-0.5,-0.5,-0.26735
-3.8,0.75,0.52,-0.11,-2.11,-0.5,-0.5,0.55249
-3.8,0.75,0.52,-0.1,-2.1,-0.49,-0.5,0.07425
-3.8,0.74,0.52,-0.08,-2.1,-0.49,-0.51,0.19722
-3.8,0.74,0.52,-0.06,-2.1,-0.49,-0.51,-0.49963
-3.8,0.74,0.52,-0.05,-2.09,-0.49,-0.51,-0.06239
-3.8,0.74,0.52,-0.02,-2.09,-0.49,-0.51,-0.13071
-3.8,0.73,0.52,0.06,-2.07,-0.49,-0.51,0.64813
-3.8,0.73,0.52,0.07,-2.07,-0.49,-0.51,1.24934
-3.8,0.71,0.51,0.22,-2.04,-0.48,-0.51,0.60714
-3.8,0.71,0.51,0.24,-2.03,-0.48,-0.52,1.14003
-3.8,0.71,0.51,0.25,-2.03,-0.48,-0.52,0.53882
-3.8,0.71,0.51,0.25,-2.03,-0.48,-0.52,0.01959
-3.8,0.7,0.51,0.31,-2.02,-0.48,-0.52,1.65926
-3.8,0.7,0.5,0.32,-2.02,-0.48,-0.52,-0.33567
-3.8,0.69,0.5,0.35,-2.01,-0.48,-0.52,-1.53809
-3.8,0.69,0.5,0.42,-2,-0.48,-0.52,2.56108
-3.8,0.68,0.5,0.45,-1.99,-0.48,-0.52,1.68659
-3.8,0.68,0.5,0.46,-1.99,-0.48,-0.52,0.57981
-3.8,0.68,0.5,0.49,-1.98,-0.48,-0.52,-0.84123
-3.81,0.68,0.5,0.49,-1.98,-0.48,-0.52,0.55249
-3.81,0.67,0.5,0.54,-1.97,-0.48,-0.52,0.14257
-3.81,0.67,0.49,0.6,-1.96,-0.47,-0.53,-0.21269
-3.81,0.66,0.49,0.63,-1.95,-0.47,-0.53,1.304
-3.81,0.66,0.49,0.67,-1.95,-0.47,-0.53,1.6046
-3.81,0.66,0.49,0.68,-1.94,-0.47,-0.53,1.38598
-3.81,0.66,0.49,0.68,-1.94,-0.47,-0.53,1.87788
-3.81,0.65,0.49,0.74,-1.93,-0.47,-0.53,0.07425
-3.81,0.65,0.49,0.76,-1.93,-0.47,-0.53,0.67546
-3.81,0.63,0.48,0.91,-1.9,-0.46,-0.54,-1.31947
-3.81,0.62,0.48,1,-1.88,-0.46,-0.54,0.63447
-3.81,0.62,0.48,1.01,-1.88,-0.46,-0.54,1.59094
-3.81,0.62,0.48,1.04,-1.87,-0.46,-0.54,-1.52442
-3.81,0.61,0.47,1.06,-1.86,-0.46,-0.54,-1.55175
-3.81,0.61,0.47,1.07,-1.86,-0.46,-0.54,0.14257
-3.81,0.61,0.47,1.09,-1.86,-0.46,-0.54,0.53882
-3.81,0.61,0.47,1.11,-1.86,-0.46,-0.54,0.45684
-3.81,0.61,0.47,1.11,-1.85,-0.46,-0.54,0.26554
-3.81,0.61,0.47,1.13,-1.85,-0.46,-0.54,0.15623
-3.81,0.6,0.47,1.14,-1.85,-0.46,-0.54,-0.63627
-3.81,0.6,0.47,1.21,-1.83,-0.45,-0.55,2.20582
-3.81,0.6,0.47,1.22,-1.83,-0.45,-0.55,-1.10084
-3.81,0.59,0.47,1.23,-1.83,-0.45,-0.55,-1.07352
-3.81,0.59,0.47,1.23,-1.83,-0.45,-0.55,2.47909
-3.81,0.59,0.47,1.25,-1.83,-0.45,-0.55,-1.45611
-3.81,0.59,0.47,1.26,-1.82,-0.45,-0.55,-1.37412
-3.81,0.59,0.47,1.26,-1.82,-0.45,-0.55,2.42444
-3.81,0.59,0.46,1.29,-1.82,-0.45,-0.55,2.38345
-3.81,0.58,0.46,1.32,-1.81,-0.45,-0.55,-1.42878
-3.81,0.58,0.46,1.35,-1.81,-0.45,-0.55,0.01959
-3.81,0.58,0.46,1.36,-1.8,-0.45,-0.55,2.04185
-3.81,0.58,0.46,1.39,-1.8,-0.45,-0.55,-1.42878
-3.81,0.57,0.46,1.42,-1.79,-0.45,-0.55,-1.57908
-3.81,0.57,0.46,1.45,-1.78,-0.45,-0.55,-1.57908
-3.82,0.57,0.46,1.47,-1.78,-0.45,-0.55,2.24681
-3.82,0.56,0.45,1.55,-1.77,-0.44,-0.56,0.45684
-3.82,0.56,0.45,1.56,-1.76,-0.44,-0.56,0.74378
-3.82,0.56,0.45,1.57,-1.76,-0.44,-0.56,-0.33567
-3.82,0.55,0.45,1.58,-1.76,-0.44,-0.56,1.16736
-3.82,0.55,0.45,1.6,-1.75,-0.44,-0.56,0.21089
-3.82,0.55,0.45,1.61,-1.75,-0.44,-0.56,-0.08972
-3.82,0.54,0.45,1.68,-1.74,-0.44,-0.56,-0.22636
-3.82,0.54,0.45,1.7,-1.73,-0.44,-0.56,-0.5133
-3.82,0.54,0.45,1.72,-1.73,-0.44,-0.56,0.8121
-3.82,0.54,0.45,1.73,-1.73,-0.44,-0.56,1.22202
-3.82,0.54,0.45,1.74,-1.73,-0.44,-0.56,0.44317
-3.82,0.53,0.45,1.76,-1.72,-0.44,-0.56,0.53882
-3.82,0.53,0.44,1.81,-1.71,-0.44,-0.56,0.04692
-3.82,0.52,0.44,1.91,-1.69,-0.43,-0.57,2.21948
-3.82,0.52,0.44,1.92,-1.69,-0.43,-0.57,1.59094
-3.82,0.52,0.44,1.92,-1.69,-0.43,-0.57,3.17595
-3.82,0.51,0.44,1.97,-1.68,-0.43,-0.57,1.07171
-3.82,0.51,0.44,1.98,-1.68,-0.43,-0.57,-0.85489
-3.82,0.5,0.43,2.05,-1.66,-0.43,-0.57,0.36119
-3.82,0.5,0.43,2.06,-1.66,-0.43,-0.57,0.52516
-3.82,0.5,0.43,2.08,-1.66,-0.43,-0.57,0.25188
-3.82,0.49,0.43,2.12,-1.65,-0.43,-0.57,0.10158
-3.67,-0.61,-1.35,-1.73,-0.76,0.22,-1.64,0.11524
-3.67,-0.63,-1.36,-1.61,-0.73,0.23,-1.64,-1.41511
-3.67,-0.63,-1.36,-1.59,-0.73,0.23,-1.64,0.21089
-3.67,-0.63,-1.36,-1.58,-0.73,0.23,-1.64,-1.51076
-3.67,-0.63,-1.36,-1.58,-0.72,0.23,-1.64,-1.51076
-3.67,-0.63,-1.36,-1.57,-0.72,0.23,-1.64,0.23822
-3.67,-0.63,-1.36,-1.56,-0.72,0.23,-1.64,-1.45611
-3.67,-0.64,-1.36,-1.53,-0.71,0.23,-1.64,-0.49963
-3.67,-0.64,-1.36,-1.51,-0.71,0.23,-1.64,-0.10338
-3.67,-0.64,-1.36,-1.5,-0.71,0.23,-1.64,0.01959
-3.68,-0.65,-1.36,-1.44,-0.7,0.23,-1.65,0.57981
-3.68,-0.65,-1.36,-1.42,-0.69,0.23,-1.65,0.15623
-3.68,-0.65,-1.37,-1.36,-0.68,0.24,-1.65,-0.48597
-3.68,-0.66,-1.37,-1.35,-0.68,0.24,-1.65,0.12891
-3.68,-0.67,-1.37,-1.25,-0.66,0.24,-1.65,-0.70459
-3.68,-0.67,-1.37,-1.22,-0.65,0.24,-1.65,-0.0214
-3.68,-0.68,-1.37,-1.18,-0.64,0.24,-1.65,-0.30834
-3.68,-0.68,-1.37,-1.17,-0.64,0.24,-1.65,0.18356
-3.68,-0.69,-1.38,-1.07,-0.62,0.25,-1.66,0.08791
-3.68,-0.69,-1.38,-1.05,-0.62,0.25,-1.66,-1.51076
-3.68,-0.7,-1.38,-1,-0.61,0.25,-1.66,-1.56542
-3.68,-0.7,-1.38,-0.93,-0.59,0.25,-1.66,-0.55429
-3.68,-0.71,-1.39,-0.92,-0.59,0.25,-1.66,-1.45611
-3.68,-0.71,-1.39,-0.88,-0.58,0.25,-1.66,0.59348
-3.68,-0.71,-1.39,-0.87,-0.58,0.25,-1.66,-1.56542
-3.68,-0.71,-1.39,-0.85,-0.57,0.25,-1.66,-1.51076
-3.68,-0.71,-1.39,-0.84,-0.57,0.25,-1.66,0.45684
-3.68,-0.72,-1.39,-0.79,-0.56,0.25,-1.67,0.06059
-3.68,-0.72,-1.39,-0.75,-0.55,0.26,-1.67,0.38852
-3.68,-0.73,-1.39,-0.7,-0.54,0.26,-1.67,-1.44244
-3.68,-0.73,-1.39,-0.69,-0.54,0.26,-1.67,0.30654
-3.68,-0.73,-1.4,-0.68,-0.54,0.26,-1.67,-0.30834
-3.68,-0.73,-1.4,-0.66,-0.54,0.26,-1.67,1.20835
-3.68,-0.74,-1.4,-0.65,-0.53,0.26,-1.67,-0.08972
-3.68,-0.74,-1.4,-0.63,-0.53,0.26,-1.67,0.29287
-3.68,-0.74,-1.4,-0.6,-0.52,0.26,-1.67,-0.25368
-3.68,-0.74,-1.4,-0.58,-0.52,0.26,-1.67,0.48417
-3.69,-0.76,-1.4,-0.48,-0.5,0.26,-1.68,-0.41765
-3.69,-0.76,-1.4,-0.47,-0.5,0.26,-1.68,-0.00773
-3.69,-0.76,-1.41,-0.43,-0.49,0.26,-1.68,0.45684
-3.69,-0.77,-1.41,-0.37,-0.48,0.27,-1.68,0.49783
-3.69,-0.77,-1.41,-0.35,-0.47,0.27,-1.68,-1.53809
-3.69,-0.77,-1.41,-0.34,-0.47,0.27,-1.68,-1.53809
-3.69,-0.77,-1.41,-0.3,-0.46,0.27,-1.68,1.1537
-3.69,-0.78,-1.41,-0.3,-0.46,0.27,-1.68,-0.58162
-3.69,-0.79,-1.41,-0.22,-0.44,0.27,-1.68,0.64813
-3.69,-0.79,-1.41,-0.2,-0.44,0.27,-1.68,-1.53809
-3.69,-0.8,-1.42,-0.09,-0.42,0.28,-1.69,-0.00773
-3.69,-0.8,-1.42,-0.07,-0.41,0.28,-1.69,-0.52696
-3.69,-0.82,-1.43,0.06,-0.39,0.28,-1.69,0.6618
-3.69,-0.82,-1.43,0.09,-0.38,0.28,-1.69,3.21694
-3.69,-0.82,-1.43,0.1,-0.38,0.28,-1.69,0.01959
-3.69,-0.82,-1.43,0.13,-0.37,0.28,-1.69,0.57981
-3.69,-0.82,-1.43,0.14,-0.37,0.28,-1.69,1.29034
-3.69,-0.83,-1.43,0.14,-0.37,0.28,-1.69,1.4543
-3.69,-0.83,-1.43,0.19,-0.36,0.28,-1.7,-0.77291
-3.69,-0.84,-1.43,0.24,-0.35,0.29,-1.7,0.11524
-3.69,-0.84,-1.44,0.29,-0.34,0.29,-1.7,0.42951
-3.69,-0.84,-1.44,0.29,-0.34,0.29,-1.7,0.6208
-3.69,-0.85,-1.44,0.34,-0.33,0.29,-1.7,0.60714
-3.69,-0.85,-1.44,0.39,-0.32,0.29,-1.7,-0.90955
-3.69,-0.86,-1.44,0.48,-0.3,0.29,-1.7,0.42951
-3.7,-0.87,-1.44,0.51,-0.29,0.29,-1.71,0.23822
-3.7,-0.87,-1.44,0.52,-0.29,0.29,-1.71,-1.4971
-3.7,-0.87,-1.44,0.52,-0.29,0.29,-1.71,0.1699
-3.7,-0.87,-1.45,0.54,-0.29,0.3,-1.71,0.37486
-3.7,-0.87,-1.45,0.56,-0.28,0.3,-1.71,0.10158
-3.7,-0.88,-1.45,0.58,-0.28,0.3,-1.71,0.15623
-3.7,-0.88,-1.45,0.59,-0.28,0.3,-1.71,-0.58162
-3.7,-0.89,-1.45,0.67,-0.26,0.3,-1.71,-0.60894
-3.7,-0.89,-1.45,0.67,-0.26,0.3,-1.71,-0.62261
-3.7,-0.89,-1.45,0.67,-0.26,0.3,-1.71,-1.29214
-3.7,-0.89,-1.45,0.68,-0.26,0.3,-1.71,2.08284
-3.7,-0.89,-1.45,0.68,-0.26,0.3,-1.71,-1.12817
-3.7,-0.89,-1.45,0.71,-0.25,0.3,-1.71,-1.12817
-3.7,-0.89,-1.45,0.75,-0.24,0.3,-1.71,2.32879
-3.7,-0.9,-1.45,0.76,-0.24,0.3,-1.71,1.86422
-3.7,-0.9,-1.45,0.76,-0.24,0.3,-1.71,-1.26481
-3.7,-0.9,-1.46,0.8,-0.23,0.3,-1.71,0.10158
-3.7,-0.9,-1.46,0.81,-0.23,0.3,-1.71,2.0965
-3.7,-0.91,-1.46,0.92,-0.21,0.31,-1.72,1.68659
-3.7,-0.92,-1.46,0.94,-0.2,0.31,-1.72,0.48417
-3.7,-0.92,-1.46,0.97,-0.2,0.31,-1.72,0.18356
-3.7,-0.93,-1.47,1.02,-0.19,0.31,-1.72,-0.82757
-3.7,-0.93,-1.47,1.03,-0.19,0.31,-1.72,-1.46977
-3.7,-0.93,-1.47,1.03,-0.19,0.31,-1.72,0.70279
-3.7,-0.93,-1.47,1.04,-0.18,0.31,-1.72,0.07425
-3.7,-0.93,-1.47,1.05,-0.18,0.31,-1.72,0.1699
-3.7,-0.93,-1.47,1.06,-0.18,0.31,-1.72,0.78477
-3.7,-0.93,-1.47,1.1,-0.17,0.31,-1.72,-0.25368
-3.7,-0.93,-1.47,1.1,-0.17,0.31,-1.72,0.15623
-3.7,-0.94,-1.47,1.13,-0.16,0.31,-1.72,-0.07605
-3.7,-0.94,-1.47,1.15,-0.16,0.31,-1.73,1.1537
-3.7,-0.94,-1.47,1.15,-0.16,0.31,-1.73,0.83943
-3.7,-0.94,-1.47,1.16,-0.16,0.31,-1.73,0.53882
-3.7,-0.94,-1.47,1.19,-0.15,0.32,-1.73,0.52516
-3.7,-0.95,-1.47,1.21,-0.15,0.32,-1.73,2.35612
-3.7,-0.95,-1.47,1.22,-0.15,0.32,-1.73,-1.04619
-3.7,-0.95,-1.47,1.22,-0.15,0.32,-1.73,-0.1717
-3.7,-0.95,-1.47,1.24,-0.14,0.32,-1.73,0.10158
-3.7,-0.95,-1.48,1.26,-0.14,0.32,-1.73,0.63447
-3.7,-0.96,-1.48,1.29,-0.13,0.32,-1.73,-1.57908
-3.7,-0.96,-1.48,1.36,-0.12,0.32,-1.73,2.42444
-3.7,-0.96,-1.48,1.37,-0.12,0.32,-1.73,2.00086
-3.7,-0.97,-1.48,1.37,-0.12,0.32,-1.73,3.24427
-3.7,-0.97,-1.48,1.42,-0.11,0.32,-1.73,0.85309
-3.7,-0.97,-1.48,1.43,-0.1,0.32,-1.73,-0.07605
-3.71,-0.98,-1.48,1.49,-0.09,0.32,-1.74,-0.322
-3.71,-0.98,-1.49,1.52,-0.09,0.33,-1.74,-0.21269
-3.71,-0.99,-1.49,1.57,-0.07,0.33,-1.74,0.26554
-3.57,-1.93,0.07,-1.83,-0.41,2.14,-1.49,-0.28101
-3.57,-1.95,0.06,-1.72,-0.39,2.15,-1.49,-1.51076
-3.57,-1.95,0.06,-1.7,-0.38,2.15,-1.49,0.29287
-3.57,-1.95,0.06,-1.67,-0.38,2.15,-1.5,0.26554
-3.57,-1.95,0.06,-1.65,-0.38,2.15,-1.5,-0.08972
-3.57,-1.95,0.06,-1.65,-0.37,2.15,-1.5,0.48417
-3.57,-1.95,0.06,-1.64,-0.37,2.15,-1.5,0.10158
-3.58,-1.96,0.06,-1.61,-0.37,2.15,-1.5,-0.6636
-3.58,-1.96,0.06,-1.59,-0.36,2.15,-1.5,0.18356
-3.58,-1.96,0.06,-1.55,-0.35,2.15,-1.5,0.40218
-3.58,-1.97,0.06,-1.53,-0.35,2.15,-1.5,-0.08972
-3.58,-1.97,0.06,-1.53,-0.35,2.15,-1.5,0.70279
-3.58,-1.97,0.05,-1.46,-0.34,2.15,-1.5,0.89408
-3.58,-1.98,0.05,-1.4,-0.32,2.16,-1.5,0.04692
-3.58,-1.99,0.05,-1.36,-0.32,2.16,-1.51,0.67546
-3.58,-1.99,0.05,-1.33,-0.31,2.16,-1.51,-0.28101
-3.58,-2,0.04,-1.25,-0.29,2.16,-1.51,0.44317
-3.58,-2,0.04,-1.21,-0.28,2.16,-1.51,0.48417
-3.58,-2.01,0.04,-1.18,-0.28,2.16,-1.51,0.3202
-3.58,-2.01,0.04,-1.15,-0.27,2.16,-1.51,0.73012
-3.58,-2.01,0.04,-1.13,-0.27,2.16,-1.51,0.45684
-3.58,-2.01,0.04,-1.11,-0.26,2.16,-1.51,-1.53809
-3.58,-2.02,0.04,-1.06,-0.25,2.17,-1.51,-1.52442
-3.58,-2.02,0.03,-1.02,-0.25,2.17,-1.52,-1.42878
-3.58,-2.03,0.03,-1,-0.24,2.17,-1.52,0.75744
-3.58,-2.03,0.03,-1,-0.24,2.17,-1.52,0.60714
-3.58,-2.03,0.03,-0.99,-0.24,2.17,-1.52,0.45684
-3.58,-2.03,0.03,-0.96,-0.23,2.17,-1.52,0.37486
-3.58,-2.04,0.03,-0.89,-0.22,2.17,-1.52,0.03326
-3.58,-2.04,0.03,-0.85,-0.21,2.17,-1.52,0.34753
-3.58,-2.05,0.03,-0.81,-0.2,2.17,-1.52,-1.55175
